sentence1,sentence2,label
The two ships were protected by iron belt armor that was 8 @.,"It charted in the United States on the Billboard Hot 100 , peaking at number twenty @-@ six .",1
"In 1941 , the road was designated as a state highway and signed as SR 67 .","In 1985 , the highway received the designation of Kaibab Plateau – North Rim Parkway as an Arizona State Scenic Byway .",0
"In 1941 , the road was designated as a state highway and signed as SR 67 .","While financially successful , he was frustrated that his work was not being produced . """,1
"Through his father 's business success in the whaling and sugar and coffee plantation industries and his mother 's familial connections to the Hawaiian royal family , the <unk> were quite prosperous and owned lands on the island of Hawaiʻi and in Honolulu .",He and his older sister were educated in the mission schools in Hilo alongside other children of mixed Hawaiian descent .,0
"Through his father 's business success in the whaling and sugar and coffee plantation industries and his mother 's familial connections to the Hawaiian royal family , the <unk> were quite prosperous and owned lands on the island of Hawaiʻi and in Honolulu .",The aircraft subsequently made a safe departure from Runway 22 .,1
"But after a hiatus , he returned in 1971 's Diamonds Are Forever and later 1983 's non @-@ <unk> Bond film Never Say Never Again .","You Only Live Twice is the first Bond film to be directed by Lewis Gilbert , who later directed the 1977 film The Spy Who Loved Me and the 1979 film <unk> , both starring Roger Moore .",0
"But after a hiatus , he returned in 1971 's Diamonds Are Forever and later 1983 's non @-@ <unk> Bond film Never Say Never Again .","A band shell named for H. H. Foster also was built in the park during this time , but also no longer exists .",1
"However , as a result of new projects and improving infrastructure , the city managed to reverse its population decline , reducing emigration while attracting more internal migration into the city .","In 2009 , positive net immigration into the city was shown for the first time in 15 years .",0
"However , as a result of new projects and improving infrastructure , the city managed to reverse its population decline , reducing emigration while attracting more internal migration into the city .","Clark 's conclusions were based in part on surveys he conducted at the site in 1878 , when he observed what he believed were fortifications atop the hill .",1
For his trouble he died in an epidemic of yellow fever there shortly after completing his observations .,Only 9 of 28 in the entire party returned home alive .,0
For his trouble he died in an epidemic of yellow fever there shortly after completing his observations .,"Together with Megalosaurus and <unk> , it was one of the three genera originally used to define <unk> .",1
"In <unk> , straight line code ( that is , sequences of statements without loops or conditional branches ) may be represented by a DAG describing the inputs and <unk> of each of the arithmetic operations performed within the code .",This representation allows the <unk> to perform common <unk> elimination efficiently .,0
"In <unk> , straight line code ( that is , sequences of statements without loops or conditional branches ) may be represented by a DAG describing the inputs and <unk> of each of the arithmetic operations performed within the code .","He was probably bishop in name only , with the first resident diocesan being Richard of Lincoln .",1
"There are three restaurants in Jifna : Al @-@ Burj Restaurant , Red Valley Restaurant and Garden , and Tabash Restaurant , as well as a hotel : al @-@ <unk> <unk> .","In 2003 , the <unk> family of Jifna opened a leisure complex — called the Dream Day Resort — in the village .",0
"There are three restaurants in Jifna : Al @-@ Burj Restaurant , Red Valley Restaurant and Garden , and Tabash Restaurant , as well as a hotel : al @-@ <unk> <unk> .","The new building was designed in 1853 by local architect Frederick <unk> , who was also working on the design of University College , which was being built just north of the Observatory to replace King 's College .",1
A special strip was worn during the match versus Wales in the 2010 Six Nations Championship which replicated that worn in 1910 to celebrate the 100 year anniversary of Twickenham .,"The current , 2013 @-@ 14 , England strip is made by Canterbury .",0
A special strip was worn during the match versus Wales in the 2010 Six Nations Championship which replicated that worn in 1910 to celebrate the 100 year anniversary of Twickenham .,"Defender Keith Lowe , of Cheltenham , and goalkeeper Nick Pope , of Charlton Athletic , were signed on loan until January 2014 .",1
"In addition to protecting Inari shrines , they are petitioned to intervene on behalf of the locals and particularly to aid against troublesome <unk> , those spirit foxes who do not serve Inari .",Black foxes and nine @-@ tailed foxes are likewise considered good <unk> .,0
"In addition to protecting Inari shrines , they are petitioned to intervene on behalf of the locals and particularly to aid against troublesome <unk> , those spirit foxes who do not serve Inari .","<unk> Johnson of Allmusic gave the album four out of five stars and described it as a "" powerful worship experience "" , but also stated that "" some might wonder how a little more variety would sound from such experienced professionals ... the band 's core sound continues to land in the AC cross hairs "" .",1
""" Ode to a Nightingale "" is a personal poem that describes Keats 's journey into the state of negative capability .","The tone of the poem rejects the optimistic pursuit of pleasure found within Keats 's earlier poems and , rather , explores the themes of nature , <unk> and mortality , the latter being particularly personal to Keats .",0
""" Ode to a Nightingale "" is a personal poem that describes Keats 's journey into the state of negative capability .","He gave up on taking Sichuan , and no more major battles were fought between the Jin and Song for the rest of the decade .",1
